Mass,dlogLumdM,dlogLumdM_lb,dlogLumdM_ub
0.21600000000000005,0.0037586581736988433,0.0033984880853135655,0.004171943491643311
0.21700000000000005,0.0037274441773122386,0.0033678587727468757,0.004145460963391506
0.21800000000000005,0.0037019423345212975,0.0033383790181352796,0.0041162774429024255
0.21821012277366883,0.0036950745563399294,0.0033297242389964165,0.004110129270732415
0.21900000000000006,0.0036727994541298566,0.003307950461510512,0.004089545529313804
0.22000000000000003,0.0036436925912288766,0.0032735748765768055,0.004061807596170019
0.22100000000000003,0.00361437478185535,0.0032440450802870982,0.004035200775389792
0.22200000000000003,0.003584913617150102,0.0032117792222944403,0.004005418647800856
0.22300000000000003,0.0035577578301620866,0.0031821400419442016,0.003980349329311506
0.22400000000000003,0.0035300940305906118,0.0031509063818768025,0.003950069727184899
0.22500000000000003,0.0035017582831047087,0.0031200880618593996,0.003921044332851
0.22600000000000003,0.0034727353080890055,0.003091593718194534,0.0038939208999429075
0.22700000000000004,0.0034448935088544487,0.003064184080761059,0.0038675246553357295
0.22800000000000004,0.003418192060200622,0.0030395901436823516,0.0038400660413632714
0.22900000000000004,0.0033912638027709433,0.0030126137357037916,0.0038107514002484813
0.23000000000000004,0.0033649683075920797,0.0029853825733148925,0.003784573357687714
0.23100000000000004,0.003340925281802232,0.0029610822780746565,0.003759636881363151
0.2315577696814219,0.0033256363743846876,0.002944619935160824,0.003742435061959276
0.23200000000000004,0.003314575409562142,0.0029350876233684,0.0037340727019872758
0.23300000000000004,0.003290053448200999,0.002908908799648287,0.0037037589443073044
0.23400000000000004,0.0032679557216305634,0.0028871571735682596,0.003676193359580534
0.23500000000000004,0.0032444240317587845,0.0028647226947402325,0.0036482857111052713
0.23529072343218344,0.0032380045601623146,0.002858360449514749,0.0036416116171455455
0.23600000000000004,0.0032218667687831546,0.0028438193590778057,0.003624219697463996
0.23700000000000004,0.0031985542689137053,0.0028218960767062333,0.003597048291976916
0.23721027294373204,0.0031941530652741454,0.0028181683010083257,0.0035905476044904806
0.23800000000000004,0.0031768069016388655,0.002800264646522045,0.0035712029870008893
0.23900000000000005,0.0031566982800639806,0.002785695476887008,0.0035461551571995833
0.24000000000000005,0.0031351658890608767,0.002764220917985756,0.0035206665792817306
0.24021939504308476,0.0031304360697129137,0.0027603580675178135,0.0035135807013611867
0.24100000000000005,0.003113768862641587,0.0027498770359511513,0.003495589077784307
0.24200000000000005,0.003094086566248808,0.002731889714077854,0.003472529700638602
0.24300000000000005,0.003073035205861621,0.0027155333157580716,0.003448424262025397
0.24400000000000005,0.0030553215867427487,0.00269941770841109,0.003425996638158442
0.24500000000000005,0.0030378761838643635,0.0026848383714333135,0.003403794637962296
0.24600000000000005,0.003020188367410739,0.0026712049930357287,0.0033850328386696416
0.24700000000000005,0.0030036137786946557,0.0026524368464243124,0.003367048285251581
0.24800000000000005,0.0029866895357674576,0.0026350901313393314,0.0033476770085530297
0.24900000000000005,0.0029713648777418334,0.0026214654209680863,0.003331285273143797
0.25000000000000006,0.0029556415188118175,0.002604945449501772,0.003314149756441765
0.25100000000000006,0.0029393647740439547,0.0025890138920083945,0.003294713050079397
0.25200000000000006,0.002926831906265529,0.0025757577736959694,0.0032768525691944427
0.2529016479389201,0.0029128114646225158,0.002564699158677079,0.0032617999804874153
0.25300000000000006,0.0029109492384444126,0.0025637440933612495,0.003260535207036694
0.25400000000000006,0.0028969286955444597,0.002551439825631841,0.003244904768545504
0.25500000000000006,0.0028820809510453228,0.002538037175298713,0.0032309996755126016
0.25600000000000006,0.0028694813922146866,0.002523640413127459,0.0032177786947547764
0.25700000000000006,0.002855585156278423,0.002510268447794452,0.003206974613106123
0.25800000000000006,0.0028451281714885015,0.002496114771835982,0.003195433675106928
0.25900000000000006,0.002834506563778311,0.002486948468213975,0.003181961336881728
0.26000000000000006,0.0028264453345276733,0.002476375997212282,0.0031704835606105406
0.26100000000000007,0.002816153196964244,0.002464128764746247,0.00316179364550231
0.26200000000000007,0.0028061548680430146,0.0024518656385559786,0.0031523416646545965
0.26259866929352804,0.002803307055488221,0.002447028616139073,0.0031494745270187327
0.263,0.0027997991315261692,0.0024436744341535506,0.003143122642435641
0.264,0.002792955741778687,0.002434107265171429,0.0031341655780991575
0.26452825918377354,0.00278809330759834,0.0024288309235797347,0.0031319989999614895
0.265,0.002787157790251218,0.0024261299198500026,0.0031301733921780556
0.266,0.0027816558543360638,0.002419706625041724,0.0031233266477595557
0.267,0.002776881293939984,0.002415325808775139,0.0031200696620716315
0.268,0.0027742914950007577,0.0024111327652749292,0.0031157615537621293
0.26818548647790896,0.0027726464651328647,0.0024086191304725944,0.003114878417533608
0.269,0.002771204373681087,0.002405734552498198,0.003111214754946875
0.27,0.0027692880370353452,0.0024048228020174226,0.0031077479967224005
0.271,0.0027669953554514855,0.0024007384345669167,0.0031051009802233395
0.27136983668260917,0.002765851723866362,0.002402164444997669,0.003104303884270582
0.272,0.002766972808147817,0.0024034947546455266,0.0031042956098730656
0.273,0.0027672271011081767,0.0024015719947980754,0.003101609435020829
0.274,0.0027651689146969,0.0024037615412231764,0.003101224704452391
0.27423300427535136,0.0027652079692224063,0.0024047306338739636,0.003101909418413873
0.275,0.0027654692520920347,0.002403046617830419,0.0031034222237185903
0.276,0.0027670405571195316,0.0024072537002113687,0.0031028387179750684
0.277,0.002768558821134633,0.0024111641602670418,0.0031057098660452654
0.278,0.00277285764460712,0.0024194568003655173,0.0031054299016822304
0.279,0.0027774277517907788,0.0024220626759488078,0.00311002211468705
0.28,0.0027825713937059955,0.002429821251277912,0.003114442469956913
0.281,0.0027879820002518663,0.0024357331587520816,0.003119474006656126
0.28200000000000003,0.0027944918710725644,0.0024439303718973653,0.003125479892584851
0.28300000000000003,0.002802090514352934,0.002451434321690289,0.0031274315968602313
0.28400000000000003,0.0028080028666701263,0.002459244294674038,0.0031352768199710878
0.28500000000000003,0.0028146780382608256,0.002468578055249508,0.0031413118698564173
0.28600000000000003,0.002823628907090669,0.00247857841489758,0.003149081596970457
0.28700000000000003,0.0028319790482716034,0.0024872112224999794,0.003157780848164263
0.28800000000000003,0.0028399039697771075,0.002493929036560401,0.0031670001557215603
0.28900000000000003,0.0028510955794791436,0.0025090105696556364,0.003177177822982993
0.29000000000000004,0.002860795336301488,0.00251504774448487,0.0031877199802018475
0.29100000000000004,0.0028714178492490468,0.002526440019082602,0.003197152130624742
0.29200000000000004,0.002881457151627591,0.002539514291725277,0.003208621389649849
0.29300000000000004,0.002893922951960044,0.002549469276584178,0.003221280897132188
0.29400000000000004,0.0029076551843703296,0.0025613349538757334,0.0032346536372779584
0.29428121960450315,0.0029092231745215633,0.0025641248359391925,0.0032392174328171246
0.29500000000000004,0.0029184204278162487,0.0025716041884540587,0.0032504452557462617
0.29600000000000004,0.002928937366254412,0.0025833997631063994,0.003265177049315484
0.29700000000000004,0.002942108782224434,0.00259392384976305,0.0032800955108359684
0.29800000000000004,0.0029548424488646317,0.002609034769914392,0.0032992157107824853
0.29819329599549477,0.0029584520896890868,0.002610786596536326,0.0033013557567965605
0.29900000000000004,0.0029700171609635677,0.00261949812126063,0.003312960396883936
0.30000000000000004,0.0029846548042006863,0.002630891672728651,0.0033302319651284627
0.30100000000000005,0.00299950188771378,0.0026461059873813253,0.003347532265411416
0.30200000000000005,0.003014198286831029,0.002660869879049107,0.0033621341466332773
0.30300000000000005,0.003028658245666585,0.0026737824702733753,0.003381082342136578
0.3035271393442765,0.003036093370896154,0.002680231720295994,0.0033894336759437965
0.3037108917529434,0.0030406829577545266,0.002683536969832458,0.0033944997537923237
0.30400000000000005,0.0030447002379038936,0.002688762834270793,0.003398644237992702
0.30500000000000005,0.0030589436062092297,0.0027024145192679257,0.003417004607945139
0.30600000000000005,0.003074011496926048,0.0027154776002212087,0.003436763025562143
0.30700000000000005,0.0030881046831894624,0.002729191353803866,0.003453797669762791
0.3071751507199879,0.003090534704870554,0.002732061865305075,0.0034581300802415255
0.30800000000000005,0.003102947158699343,0.002739916050440352,0.0034731827755605255
0.30900000000000005,0.003118089028361113,0.002757221975075804,0.0034911816363417873
0.31000000000000005,0.00313463824852795,0.002769945771540725,0.00351350225004189
0.31100000000000005,0.0031482368892364336,0.0027833214500396918,0.003530967144622996
0.31200000000000006,0.003164642368415232,0.002800264556198717,0.0035508922298755465
0.31300000000000006,0.0031809598449336557,0.0028130687345462057,0.0035716304028197976
