Mass,Teff,Teff_lb,Teff_ub
0.15500000000000003,3129.7993929902364,3097.672614823228,3161.44530719982
0.15600000000000003,3134.8784572780405,3102.7230975968096,3166.336784442854
0.15700000000000003,3139.8364111406354,3108.111791645462,3171.522130274536
0.15731213362868723,3141.499585751479,3109.780580158721,3172.8691561002365
0.15800000000000003,3144.874469100195,3113.3708591972545,3175.9954615774523
0.15900000000000003,3149.4562917163985,3117.971659964503,3180.534702932509
0.16000000000000003,3154.2024423192847,3122.8186558301422,3185.156961456954
0.16100000000000003,3158.798314828644,3127.749091829036,3189.563410676193
0.16103665083914465,3158.760895412251,3128.04329002742,3189.644852018322
0.16200000000000003,3163.1969857995273,3132.422073594933,3194.02292359696
0.16300000000000003,3167.5158125358125,3136.9959725209724,3198.156901548406
0.16400000000000003,3171.86194192197,3141.1397893500084,3202.2434234116986
0.16500000000000004,3176.0406034055686,3145.698348441246,3206.6557597996016
0.16600000000000004,3179.8663312457056,3149.943406130588,3210.248606915522
0.16700000000000004,3184.1110731638746,3154.260031573056,3214.202932534939
0.16800000000000004,3187.8359143301223,3157.9983448300773,3217.846446800109
0.16900000000000004,3191.6391699672913,3161.950288314226,3221.887135331532
0.17000000000000004,3195.4044605956014,3165.74081764322,3225.2167494837126
0.17100000000000004,3199.0954904930813,3169.4370496612337,3228.7442044862146
0.17200000000000004,3202.6997028581914,3173.344150438746,3232.6433748187246
0.17300000000000004,3206.031574182894,3176.926959845084,3235.902739351495
0.17400000000000004,3209.198659576904,3179.909953856536,3239.023643087222
0.17500000000000004,3212.5614453721687,3183.4252781557325,3241.88806491295
0.17600000000000005,3215.747996566049,3186.5951978859543,3244.9638175322534
0.17609128923313835,3216.1115160868803,3187.4428013673873,3245.4059494968155
0.17700000000000005,3218.9874852500507,3189.967803797791,3248.2357902734598
0.17734875983495368,3220.033522948221,3191.207549872833,3249.26149755256
0.17800000000000005,3221.876855765281,3193.264025988598,3250.923270358258
0.17900000000000005,3224.8849159844003,3196.075934670657,3253.9300935069014
0.18000000000000005,3227.795431929918,3199.246802437801,3257.049377861976
0.18100000000000005,3230.5273410148607,3202.1480564587578,3259.5433507653825
0.18149697679567303,3232.2303043385905,3203.3932177798774,3260.6858757275086
0.18200000000000005,3233.387671001143,3204.6470322231003,3262.1007799121007
0.18260064118189623,3234.823706648099,3206.5730039035443,3263.694107478662
0.18300000000000005,3235.9830338948714,3207.385896678422,3264.968130752751
0.18400000000000005,3238.507382546202,3210.2432199596747,3267.1577805645784
0.18500000000000005,3240.983188148676,3212.732483716935,3269.8291827001444
0.18600000000000005,3243.332932228162,3215.1442543770845,3272.2646586051874
0.18700000000000006,3245.7936495468,3217.5817454148428,3274.4033099717394
0.18800000000000003,3248.225626697256,3219.833136430844,3276.770647182108
0.18900000000000003,3250.451174132421,3222.1488301824784,3279.0483666657847
0.19000000000000003,3252.465787918236,3224.518328998096,3281.1138249959436
0.19100000000000003,3254.668320948371,3226.3280183477705,3283.3011363345026
0.19200000000000003,3256.5630593745054,3228.4823900070587,3285.1727355229227
0.19300000000000003,3258.7451195960443,3230.5820123589633,3287.279803632765
0.19394416339916454,3260.3582739821973,3232.5223585097933,3289.2138162887677
0.19400000000000003,3260.370368390798,3232.3706297385497,3289.549288599124
0.19500000000000003,3262.3416524784247,3234.243182751971,3291.258195574526
0.19600000000000004,3264.149440584561,3236.1307852165414,3293.034763009183
0.19700000000000004,3265.8786858180715,3237.9688421928618,3294.7587416291576
0.19800000000000004,3267.555134400741,3239.8663740022107,3296.5125895342917
0.19900000000000004,3269.1913212549243,3241.0634370036983,3298.0619351625414
0.20000000000000004,3270.6931854044633,3242.896194361097,3299.848722646206
0.20100000000000004,3272.2370085217817,3244.5559718775903,3301.143332022884
0.20200000000000004,3273.9796820423285,3245.8895507745774,3302.5871331205576
0.20300000000000004,3275.5014646196128,3247.832966494441,3303.9641649910145
0.20400000000000004,3276.695904452807,3249.068830472312,3305.417401740295
0.20500000000000004,3278.0799328920284,3249.9647811777054,3306.310065654247
0.20600000000000004,3279.3454132448833,3251.3849847005918,3307.9242263242213
0.20700000000000005,3280.7306040449284,3252.6072402428126,3308.9895263192657
0.20800000000000005,3281.9506601446724,3254.0903962766283,3310.302471260452
0.20900000000000005,3282.7209313794056,3255.15796125772,3311.25948809086
0.21000000000000005,3284.032234723551,3256.3010047507883,3312.3826206955987
0.21100000000000005,3285.1549149389525,3257.300911883792,3313.294186075581
0.21200000000000005,3286.2273802735926,3258.1932702697995,3314.362408859298
0.21300000000000005,3287.114034027161,3259.3730470312134,3315.026009064476
0.21400000000000005,3288.148981526778,3260.421113942269,3316.1816656201154
0.21500000000000005,3289.0156996816086,3261.4243174149065,3317.179754268962
0.21600000000000005,3289.905153456914,3262.3298310126543,3317.6031333630986
0.21700000000000005,3290.8031058726465,3262.93454698391,3318.6417732081522
0.21800000000000005,3291.4838766763487,3263.800302750347,3319.3716299790726
0.21821012277366883,3291.822803127276,3263.8614732433725,3319.651600856737
0.21900000000000006,3292.319794129339,3264.7105366511514,3319.8539839512036
0.22000000000000003,3293.2860834333655,3265.720724533836,3320.6663098818435
0.22100000000000003,3293.895836427714,3266.4496453009656,3321.168586566769
0.22200000000000003,3294.5527339646496,3267.177384943909,3321.7908079018584
0.22300000000000003,3294.9819616481695,3267.7399718885868,3322.596521140657
0.22400000000000003,3295.812855314357,3268.671696205765,3323.0720322509887
0.22500000000000003,3296.2259102366925,3269.0497031756986,3323.392801665483
0.22600000000000003,3296.7752198483245,3269.778947734402,3323.8367138809904
0.22700000000000004,3297.20428727654,3270.2706437126076,3324.2697887985537
0.22800000000000004,3297.9281331707234,3270.955442855896,3324.7114696035983
0.22900000000000004,3298.446935410286,3271.442597271022,3324.944682693536
0.23000000000000004,3298.7517029732144,3271.850788508227,3325.319812519339
0.23100000000000004,3299.2158134357464,3272.4054508505697,3325.872926962657
0.2315577696814219,3299.2129266228767,3272.871683896195,3325.952358622641
0.23200000000000004,3299.561279204113,3273.0594104741153,3326.1957348006463
0.23300000000000004,3299.9754911818454,3273.365995600843,3326.362721232729
0.23400000000000004,3300.3439046235176,3273.7720161978446,3326.9223848119577
0.23500000000000004,3300.5325004487468,3274.4914635835084,3327.081434895913
0.23529072343218344,3300.7947398386173,3274.17624949311,3327.18134044188
0.23600000000000004,3301.0829543777613,3274.471116665677,3327.141169496621
0.23700000000000004,3301.3723704748263,3274.901436241711,3327.5535847856318
0.23721027294373204,3301.191916449857,3274.897726236417,3327.461359426805
0.23800000000000004,3301.5652260242096,3275.301900869187,3327.6651214495128
0.23900000000000005,3301.909197596527,3275.8571852080613,3327.6948326272336
0.24000000000000005,3302.1159647788704,3276.0221704350474,3328.107499661035
0.24021939504308476,3302.0717897699114,3275.8583146527544,3328.0724714589915
0.24100000000000005,3302.353959057876,3276.2637604747547,3328.178884244634
0.24200000000000005,3302.5564362130003,3276.4460468049933,3328.4036813883563
0.24300000000000005,3302.854883340031,3276.6996926947877,3328.4288993376213
0.24400000000000005,3302.9586750408416,3277.0143106150504,3328.5886409141185
0.24500000000000005,3303.2626970621623,3277.2746904718756,3328.3863255279234
0.24600000000000005,3303.437966692409,3277.4781254274876,3328.7792073578607
0.24700000000000005,3303.412489387031,3277.3814559028924,3329.0014446375108
0.24800000000000005,3303.800414828385,3278.002756767588,3329.0117203226887
0.24900000000000005,3303.7720507585645,3278.166230572548,3328.8303343425578
0.25000000000000006,3303.9816583711086,3278.275769471285,3329.273811162674
0.25100000000000006,3303.9890284148473,3278.600161452961,3329.26671716867
0.25200000000000006,3304.4231963198717,3278.7423480102702,3329.1834583029
0.2529016479389201,3304.3154530837846,3278.9848334486355,3329.555803386596
0.25300000000000006,3304.36763991416,3278.8415205581464,3329.39616768177
0.25400000000000006,3304.3001591875486,3279.1796791558672,3329.737177423277
0.25500000000000006,3304.712846408229,3279.305709254667,3329.896047512108
0.25600000000000006,3304.8891512206947,3280.029372312977,3329.84076498358
0.25700000000000006,3304.6247951792457,3279.7242690163653,3330.0815183170635
0.25800000000000006,3305.056026025459,3280.2274347031475,3330.1975797351856
0.25900000000000006,3305.0976414933084,3280.296406391491,3330.190466191975
0.26000000000000006,3305.2447582882637,3280.246966533559,3330.0214305255195
0.26100000000000007,3305.167643917625,3280.532614489499,3330.3948371847787
0.26200000000000007,3305.5064148671277,3280.8161104100927,3330.2784629303264
0.26259866929352804,3305.6810417991906,3281.009490205454,3330.624312864432
0.263,3305.7485676652973,3281.010694533298,3330.487746236179
0.264,3305.9635638973205,3281.3957300363845,3330.7334817216283
0.26452825918377354,3306.0092677927737,3281.3530467478663,3330.666621176954
0.265,3306.0436805857967,3281.4072836157243,3330.832873725802
0.266,3306.2186774948727,3281.9012863036864,3331.032595359557
0.267,3306.4025393366965,3281.9235236348927,3330.9769547992414
0.268,3306.5334630618086,3282.0296879576495,3331.1666319514934
0.26818548647790896,3306.47638561712,3282.0049684268024,3331.2245737602248
0.269,3306.613449646257,3282.3357381239493,3331.5605126965543
0.27,3306.8815934459044,3282.6394147208466,3331.5464131030526
0.271,3306.977357675003,3282.9751508819736,3331.626863758225
0.27136983668260917,3307.234304216004,3282.8414065171555,3332.077065603855
0.272,3307.25059512638,3283.0012741028513,3331.9489094416813
0.273,3307.415381372075,3283.4770173482943,3332.169729043283
0.274,3307.8534601435995,3283.588582451209,3332.4381999573925
0.27423300427535136,3307.803857351535,3283.587759845586,3332.3042054894804
0.275,3308.1571150665227,3284.053538126007,3332.597808839489
0.276,3308.374289516523,3284.1348600629262,3332.8460094538436
0.277,3308.7218098248645,3284.51103432209,3333.165922343005
0.278,3309.0054877771922,3284.8419791387873,3333.484177026052
0.279,3309.4596307032575,3285.1366438115247,3333.8786424306977
0.28,3309.9206766971984,3285.658620614336,3333.956878501083
0.281,3310.086354607814,3286.1495936882293,3334.3574435962187
0.28200000000000003,3310.4933522776178,3286.3974503808768,3334.714273402171
0.28300000000000003,3310.8690544494966,3286.986332494469,3335.1387794567595
0.28400000000000003,3311.394672865704,3287.4924848428027,3335.3914827648423
0.28500000000000003,3311.7031520145847,3287.7237302003496,3335.647109369178
0.28600000000000003,3312.3731296705214,3288.394727903918,3336.30883260827
0.28700000000000003,3312.7474194414967,3288.757149541597,3336.643923211664
0.28800000000000003,3313.2717735207743,3289.2362682717303,3337.2983842310514
0.28900000000000003,3313.828078956844,3289.732001975665,3337.632409977013
0.29000000000000004,3314.4453514920187,3290.8390386764304,3338.1234712237206
0.29100000000000004,3315.0748593181743,3291.090051640975,3338.866837129302
0.29200000000000004,3315.616565765853,3291.876329567184,3339.1174536554636
0.29300000000000004,3316.2736551342377,3292.2870073873482,3339.737763399022
0.29400000000000004,3316.8056318466956,3293.0792784831424,3340.320482536172
0.29428121960450315,3317.1895100169586,3293.022064108604,3340.557733244865
0.29500000000000004,3317.499280492542,3293.7748523011883,3341.1111989286555
0.29600000000000004,3318.0775175697227,3294.542678548353,3341.9625421893884
0.29700000000000004,3318.9102377189,3295.196949474131,3342.420175855033
0.29800000000000004,3319.678057386619,3295.9937294147567,3343.294573645377
0.29819329599549477,3319.6728811195176,3296.123859886722,3343.402372879452
0.29900000000000004,3320.3636223467706,3296.8374882319295,3343.9772914381856
0.30000000000000004,3321.2185676960985,3297.574429106826,3344.512702663892
0.30100000000000005,3322.0344767022334,3298.452498560286,3345.426068867107
0.30200000000000005,3322.7042601357903,3299.5340651731517,3346.3278403765694
0.30300000000000005,3323.661176626606,3300.10134203592,3346.942255022164
0.3035271393442765,3324.129673980562,3300.668316502957,3347.485101578557
0.3037108917529434,3324.3074698266673,3300.9733614266665,3347.518003132702
0.30400000000000005,3324.683687011805,3301.3856556551873,3347.8714143043376
0.30500000000000005,3325.585520991351,3302.190609404243,3348.892514261691
0.30600000000000005,3326.3939123744603,3303.11824001094,3349.990304448911
0.30700000000000005,3327.392300305252,3304.2466080430318,3350.829764258067
0.3071751507199879,3327.628798277547,3304.130484716466,3351.0670228307276
0.30800000000000005,3328.521897628468,3304.7769239102413,3351.809147296583
0.30900000000000005,3329.4425240068786,3306.030202600361,3352.8008461525537
0.31000000000000005,3330.4826696759324,3307.217958028732,3353.8011472363255
0.31100000000000005,3331.7659932021943,3308.41429085683,3355.13217052912
0.31200000000000006,3332.799742560588,3309.419277860598,3356.118888552848
0.31300000000000006,3333.8442532580607,3310.7825465092615,3357.1346016442976
0.31400000000000006,3334.8054032909677,3311.6913672705537,3358.1042731272396
0.31500000000000006,3336.317965577468,3312.6978785462143,3359.7942005819873
0.3159081157786916,3337.312089509566,3313.889828166618,3360.880972081883
0.31600000000000006,3337.4542092982038,3314.1622334057497,3361.0738314257583
0.31700000000000006,3338.5899169838062,3315.245798563511,3362.021346179843
0.31800000000000006,3339.928671286204,3316.522321938784,3363.5681357830285
0.31900000000000006,3341.2378408550144,3317.817301481556,3364.888569229299
0.32000000000000006,3342.6374533260077,3319.297052873202,3366.160753976161
0.32008860907817804,3342.5680344969887,3319.489197605872,3366.4734950669445
0.32100000000000006,3343.9238161585954,3320.314884555271,3367.5895088744314
0.32200000000000006,3345.1830551302337,3321.8726399451502,3368.9222787345634
0.32300000000000006,3346.6273701771097,3323.254459705413,3370.296194038243
0.32400000000000007,3348.1298798093726,3324.4795806162606,3371.8716703622813
0.32500000000000007,3349.6509794923472,3326.382981874684,3373.605557749131
0.32600000000000007,3351.1928566777215,3327.4907385396914,3374.9623090226355
0.32670376805998674,3351.955157664418,3328.530736611784,3375.9411441667135
0.32700000000000007,3352.544978774401,3329.0661020737753,3376.5500288024646
0.32800000000000007,3353.8682187791924,3330.342133975853,3378.1521540173753
0.32900000000000007,3355.587338123066,3331.973587626172,3379.5045881569467
0.33000000000000007,3357.250416367679,3333.0759213629244,3381.4254644528764
0.33100000000000007,3358.7883454239814,3334.886302372678,3383.2321893177404
0.3320000000000001,3360.273166920425,3336.5966921022577,3384.6395268664837
0.3330000000000001,3362.0134574569734,3338.1144102343405,3386.3851399418845
0.3340000000000001,3363.758944621711,3339.897204881838,3388.103469477761
0.3350000000000001,3365.470061241833,3341.3120520951443,3389.883445461153
0.3360000000000001,3366.9505054191523,3343.0235402422413,3391.6441079811957
0.3360275057092562,3367.133411779905,3342.967605018233,3391.7432643619077
0.3370000000000001,3368.5108837153266,3344.6799719913597,3393.6052732747544
0.3380000000000001,3370.44986921393,3346.189393562804,3395.4633008508004
0.3390000000000001,3372.1608086530655,3347.887437452339,3397.108994211587
0.3400000000000001,3374.0118764235094,3349.6256863976982,3399.1726491044255
0.3410000000000001,3375.8754870799207,3351.4212027723697,3401.001319763273
0.3420000000000001,3377.6215603283804,3353.157734967549,3403.048831421052
0.3430000000000001,3379.567213726642,3354.545312028725,3405.008598468877
0.3440000000000001,3381.4496946158847,3356.643635201921,3406.9055987606152
0.3450000000000001,3383.1609965312855,3358.419995664443,3408.8833492107424
0.3459180882588884,3384.9147653840746,3360.132659765516,3410.7056207349783
0.3460000000000001,3384.964944422935,3359.856619377472,3410.917996963739
0.3470000000000001,3386.8820864567306,3362.030112441075,3412.8286908130435
0.3480000000000001,3389.0090067945407,3363.7906428944266,3414.6288511363105
0.3490000000000001,3390.8486451069266,3365.5967932630997,3417.0858671896267
0.3500000000000001,3392.7645277444726,3367.4143368278865,3419.103755254737
0.3510000000000001,3394.4388813254654,3369.1123481310274,3421.1151314004437
0.3520000000000001,3396.6839056454137,3370.8453372381327,3422.9918980281814
0.35270937664471524,3398.3354632356404,3372.3694937929213,3424.395372197396
0.3530000000000001,3398.3693558199143,3372.6759073054354,3424.9953471379795
0.3540000000000001,3400.5618830332546,3374.709307048248,3427.4695113472076
0.3550000000000001,3402.46842554806,3376.3932500636533,3429.3573442573024
0.3553068390981111,3403.079444079478,3377.0539090123716,3429.9543097377764
0.3560000000000001,3404.4982799893514,3378.18624042912,3431.294657850737
0.3570000000000001,3406.260124713075,3380.1235347445195,3433.520058964017
0.3580000000000001,3408.187984405262,3382.14981342422,3435.4466397826095
0.3590000000000001,3410.2001599407768,3383.814975165827,3437.488078162406
0.3600000000000001,3412.1316398354,3385.491802828041,3439.4376106556188
0.3610000000000001,3414.093210777311,3387.6911777990904,3441.5765944588993
0.3620000000000001,3415.9785330807717,3389.391583519317,3443.868185937502
0.3630000000000001,3418.159975117818,3391.176831151411,3445.808655214075
0.3640000000000001,3419.715690261848,3393.1873719807477,3448.031043992247
0.3650000000000001,3422.015061126663,3395.0712339592424,3449.8811045294105
0.3660000000000001,3423.9795543454516,3396.9226567801516,3451.908623811488
0.3670000000000001,3425.777479779846,3398.911941183525,3454.1015238575314
0.3680000000000001,3427.7407331616664,3400.8739846005556,3456.085532719225
0.36900000000000005,3429.681258493952,3402.536441429962,3458.099729125145
0.37000000000000005,3431.405389444241,3404.363572031188,3460.019637336231
0.37100000000000005,3433.575696831358,3406.380224369902,3461.755774934797
0.37200000000000005,3435.180905344772,3408.1542085115225,3463.708206646869
0.37300000000000005,3437.266785582541,3410.1069233353405,3465.7649830099595
0.37400000000000005,3439.3047561490016,3411.586830404223,3467.704056680938
0.37500000000000006,3440.86069287535,3413.843077651056,3469.3959561376973
0.37600000000000006,3442.7985362773147,3415.459995187761,3471.460444817538
0.37700000000000006,3444.567167664703,3417.6246877248677,3473.0846823620504
0.37800000000000006,3446.473238810288,3419.3188619672164,3474.8345858294683
0.37900000000000006,3448.2521050013447,3421.179125755115,3476.7770694423148
0.38000000000000006,3449.8652980729807,3422.819252747375,3478.660221826511
0.38100000000000006,3451.751359275469,3424.972977428814,3480.058506917525
0.38200000000000006,3453.698072394146,3426.5287020296855,3481.9052002914136
0.38300000000000006,3455.4458058384866,3428.18672418853,3483.6669223007266
0.38400000000000006,3457.079347395668,3430.0600039745063,3485.110898427543
0.38500000000000006,3458.733641751755,3431.9056633001487,3486.5727515485655
0.38600000000000007,3460.492567469343,3433.4236774501,3488.2614345940146
0.38700000000000007,3462.164400765408,3435.2906074021485,3489.864287601105
0.38800000000000007,3463.7521955685597,3437.0214649677728,3491.557669555504
0.3889236042162152,3465.2251796629816,3438.6513287617213,3493.0220223637007
0.38900000000000007,3465.512211034364,3438.496360264591,3492.9856761818696
0.39000000000000007,3467.013811466333,3439.9693544152988,3494.36958038414
0.39100000000000007,3468.570971126592,3441.5862329210877,3495.8913644773843
0.39200000000000007,3470.0682251537746,3443.572185643325,3497.414329644393
0.39252757016455536,3470.936257828064,3444.398125848644,3498.218222958893
0.39300000000000007,3471.7544820575245,3445.3089995403,3498.868893014963
0.3940000000000001,3473.56895024706,3446.387404743346,3500.440684291412
0.3950000000000001,3475.1425098403993,3448.0440709536533,3501.5844863231105
0.3960000000000001,3476.4319237319382,3449.91819592041,3503.170662201084
0.3970000000000001,3477.886433106766,3451.2573529140714,3504.5810820877127
0.3980000000000001,3479.671459454496,3452.9041245006306,3505.987260277553
0.3990000000000001,3480.8884523123506,3454.1149633326404,3506.9397265274274
0.4000000000000001,3482.3038363946516,3456.1272747212215,3508.2558434249013
0.4010000000000001,3483.8675877215005,3457.144018738772,3509.4876192125125
0.4020000000000001,3485.334479287892,3458.6493592214074,3510.9295789211073
0.4030000000000001,3486.494053017311,3459.8560255568887,3512.1871268906903
0.4040000000000001,3487.7270008216574,3461.0560395810535,3513.3772614925674
0.4050000000000001,3489.347405266263,3462.7127071801615,3514.5568438066744
0.40536323829516313,3489.8386265681916,3463.1247204967967,3514.9212376374167
0.4060000000000001,3490.69635417443,3464.0926087100142,3515.7218327373525
0.4070000000000001,3492.071545809152,3465.451110819881,3517.150041642996
0.4080000000000001,3493.0975032293936,3466.6249673094267,3518.2001515175757
0.4090000000000001,3494.3064218275695,3468.211371438924,3519.618327081849
0.4100000000000001,3495.6551223616066,3469.2541220131825,3520.734834586401
0.41067343058300265,3496.503589642724,3469.904309666151,3521.74684850882
0.4110000000000001,3496.8497974438233,3470.50039039922,3522.1876957119084
0.4120000000000001,3498.02278335554,3471.8633666802943,3523.4476845192416
0.4130000000000001,3499.279205224649,3472.9164561063308,3524.848708490849
0.41302240271594065,3499.1699259206316,3472.8994723267424,3524.762524481725
0.4140000000000001,3500.6422358294235,3474.112622312661,3525.782895211076
0.4150000000000001,3501.6880570403737,3475.1993180406207,3527.3316484593843
0.4160000000000001,3503.198286069109,3476.46448803835,3528.470749995307
0.4170000000000001,3504.116544957493,3477.768817477061,3529.779088286967
0.4180000000000001,3505.481066953653,3479.04169093188,3531.046784962598
0.4190000000000001,3506.608284799875,3480.0948433080957,3532.4072952959737
0.4200000000000001,3507.899671762999,3481.089251241231,3533.3086807023114
0.4210000000000001,3508.92463897956,3482.4760765009737,3534.984150970281
0.4220000000000001,3510.1445880814117,3483.38797947092,3536.1780406546736
0.4230000000000001,3511.2864497369865,3484.6404716794536,3537.715804949324
0.4240000000000001,3512.5428067099747,3485.8022175834244,3538.8331120046278
0.4250000000000001,3513.862789930063,3486.6769153213318,3540.3266201659753
0.4250810591092923,3513.809204566527,3487.001393283471,3540.3471436852633
0.42563907293008796,3514.4060429801502,3487.3370118661924,3541.1583259497233
0.4260000000000001,3515.0789799123004,3488.127206678735,3541.6554087553814
0.4270000000000001,3516.254373274804,3489.1579199971625,3542.8537230401016
0.4280000000000001,3517.3522713103616,3490.121306712594,3544.3621229272753
0.4290000000000001,3518.7263066670657,3491.178338285758,3545.5590697098733
0.4300000000000001,3519.9373034086047,3492.203002849619,3546.923974625258
