Teff,LogL,LogL_lb,LogL_ub
3810.0,-1.2312796802962231,-1.2619906712617008,-1.2002827894922974
3810.4782804462734,-1.230745490756219,-1.2617340137782909,-1.1998387994412136
3815.0,-1.2264892040739914,-1.2575304524999995,-1.1950221034930477
3817.631362050134,-1.223686858244464,-1.2553343527522964,-1.1924849332522738
3820.0,-1.2214969050274678,-1.253086685803478,-1.1899774706308626
3824.375072543689,-1.2171517929633402,-1.249010054435608,-1.185612107681617
3825.0,-1.2166064422013965,-1.248494015637901,-1.1850128833807543
3830.0,-1.2118904968651822,-1.2441422412606176,-1.1799742686150112
3835.0,-1.2071561819058343,-1.2398487837487275,-1.174916066383498
3840.0,-1.2026986835143703,-1.2354569146207064,-1.1699796556800055
3845.0,-1.1981610383515262,-1.2312520071230104,-1.1649538974046427
3845.6962340590517,-1.1974654670953107,-1.2307985045130607,-1.164335466327614
3850.0,-1.1936860463510368,-1.2270792351788928,-1.1600988856169143
3855.0,-1.1892240368919413,-1.2230378126791694,-1.1551154458021815
3860.0,-1.1849165409865792,-1.2189776654142594,-1.1504268585726676
3865.0,-1.180710597640557,-1.2148232261986593,-1.1455695380524815
3870.0,-1.176451148644998,-1.2109564911883923,-1.140845582275674
3875.0,-1.1720434530806316,-1.2069805247520684,-1.1362251976931994
3880.0,-1.1678102945571873,-1.2033687795593506,-1.1311252277794228
3885.0,-1.163761402233648,-1.1997745756651543,-1.1264184677569145
3890.0,-1.1594693355800623,-1.1961978070136323,-1.121860788302771
3895.0,-1.1556227796944871,-1.1927932559065535,-1.1172918913893362
3900.0,-1.1516942150621774,-1.1892200093052954,-1.1126820088765148
3905.0,-1.1477283035562325,-1.185847634767209,-1.1082264728415125
3910.0,-1.143854279001723,-1.1820783850345034,-1.1035316113292388
3915.0,-1.1400902520468064,-1.1786872597309555,-1.0993968230960982
3920.0,-1.1363462937352857,-1.175849368291358,-1.0945781481593702
3925.0,-1.132511641569743,-1.1724309642434891,-1.0900209338725888
3930.0,-1.1288693474714873,-1.1692196248861395,-1.0856649400033118
3935.0,-1.1252871043097632,-1.1662140743353735,-1.0812770710627824
3940.0,-1.1217909032325517,-1.163244935506192,-1.076808337864383
3945.0,-1.1183325039389267,-1.1604496161695308,-1.0724978009728356
3950.0,-1.114946969469896,-1.157566438473309,-1.0681392110453218
3955.0,-1.1114618804479708,-1.1546962320449605,-1.0638149599115123
3959.022197053989,-1.1085511185111319,-1.1526483053278913,-1.0603639279949415
3960.0,-1.1081209270607242,-1.1520956697512204,-1.0596532005540154
3965.0,-1.1046281493654642,-1.14930785325327,-1.0552706318529568
3970.0,-1.101484496320986,-1.1470392964971097,-1.0510998520391552
3975.0,-1.0983356250768832,-1.1445443936109727,-1.0468513324728597
3980.0,-1.095050616061989,-1.142125449430491,-1.0423217297228544
3985.0,-1.0920118070494913,-1.1396226939732839,-1.0382274110418435
3990.0,-1.0888859187973654,-1.1374534982094158,-1.034089480246889
3995.0,-1.0857933345293418,-1.1353470549931213,-1.0299059996535649
4000.0,-1.0827689576040385,-1.1332703892225255,-1.025948867818174
4005.0,-1.0798505904769977,-1.131413018689998,-1.0216102510983276
4010.0,-1.076867927587251,-1.129576870969457,-1.0173552480796269
4013.717262803557,-1.0747236195387393,-1.1279426120107323,-1.014114484784352
4015.0,-1.0740104228697893,-1.1273568309525612,-1.0129750180672688
4020.0,-1.0710806058603344,-1.1252817668053754,-1.0087622063487953
4025.0,-1.0681728506630497,-1.1231707440018268,-1.004280694091305
4030.0,-1.0653214226732128,-1.1217987801881095,-0.9996611603343453
4035.0,-1.0625443678532147,-1.1201053357753499,-0.9955678936425849
4040.0,-1.0595504445028117,-1.1184186184490983,-0.9910605427020287
4040.5592512194016,-1.0592061398487744,-1.1181950402900058,-0.9903820517447245
4045.0,-1.0568400531008244,-1.1169792085711359,-0.9867895413927635
4050.0,-1.0540157001748933,-1.1156493859769816,-0.9825217242573586
4055.0,-1.0515667187438975,-1.1142864141920321,-0.9787804912808576
4060.0,-1.049073405631396,-1.113331042623051,-0.9739807395660174
4065.0,-1.0463409045556928,-1.1119814140596762,-0.9697840812781631
4070.0,-1.0436679261329818,-1.1109119558408986,-0.965991182280153
4075.0,-1.0412845116692366,-1.109759594840416,-0.9616472729772542
4080.0,-1.0387847619215254,-1.108774895523666,-0.9576996572762241
4085.0,-1.0364245981437388,-1.1073654459612081,-0.9533066041552486
4090.0,-1.0339002011241005,-1.1066587673703716,-0.9491083565328936
4095.0,-1.031362923026371,-1.1056784944603644,-0.9447464830910673
4100.0,-1.028890517562667,-1.1048501213015571,-0.9404880216771629
4105.0,-1.0266643367496489,-1.1037843142228385,-0.9354914852184474
4110.0,-1.024307848631505,-1.1033857018391933,-0.9312470034295183
4115.0,-1.0218280696344693,-1.1026268067625042,-0.9271240301868385
4120.0,-1.019550396176341,-1.101756638325545,-0.9224442135574233
4125.0,-1.0173279711603915,-1.101377013536988,-0.9186756288612654
4130.0,-1.0155165966073714,-1.1011028054144005,-0.9140108898116153
4135.0,-1.013041613634936,-1.1008203622497268,-0.910025082172548
4140.0,-1.0109712117170484,-1.100679935528885,-0.9054419549982081
4145.0,-1.0087867607190497,-1.1006185081054387,-0.900905462170303
4150.0,-1.006392925191609,-1.1006399844770247,-0.8965012918990554
4155.0,-1.0046056323738652,-1.1009312951885788,-0.8921299973408995
4160.0,-1.0022486339731105,-1.1006305835849803,-0.8877408526912594
4165.0,-1.0002275398418705,-1.1010162013215492,-0.8830292132788351
4170.0,-0.9984242762334301,-1.1011446115132917,-0.8787743354680538
4175.0,-0.9964302741274296,-1.101274551179528,-0.8740808764139598
4180.0,-0.9948200789178693,-1.101165756437748,-0.8699148094778385
4185.0,-0.9929204413367464,-1.1014714505249275,-0.864984500407252
4190.0,-0.9905451590555139,-1.1016770689115256,-0.8611205196110405
4195.0,-0.9886418669615165,-1.102377556793345,-0.8566321581564109
4200.0,-0.986859311013323,-1.1032242019277139,-0.8523856612064197
4205.0,-0.9848754175317893,-1.103359064944503,-0.8474541747617059
4210.0,-0.9831125882888538,-1.1038995647155532,-0.843218572256495
4215.0,-0.9812718610838188,-1.1040051790011196,-0.8388084373952988
4220.0,-0.9792744409238812,-1.1047550240158437,-0.8348408097104002
4225.0,-0.9775660252214684,-1.1050279949193405,-0.8299909812533123
4230.0,-0.975624972262998,-1.1058773868319995,-0.8258263286432965
4235.0,-0.9739021650483581,-1.1067920409768102,-0.821071144990595
4240.0,-0.9722213996168999,-1.107623150151628,-0.8164295406285699
4245.0,-0.9701736939694336,-1.1086689435098949,-0.8119664728922656
4250.0,-0.9684248720744031,-1.10951015095132,-0.8072726892055345
4255.0,-0.9663350980593597,-1.1108104355857182,-0.8026893822833038
4260.0,-0.9648033221690764,-1.1116201191464528,-0.7982555530758579
4265.0,-0.962856668554256,-1.112891532604534,-0.793750955259021
4270.0,-0.9612245587534086,-1.1145063171474663,-0.7894814673010039
4275.0,-0.959482586784838,-1.1158387405361694,-0.7851626326114206
4280.0,-0.9578112253751314,-1.1171351191238357,-0.7805151107119052
4285.0,-0.9565701002656506,-1.1183249578969345,-0.7752228602239847
4290.0,-0.9544893883026124,-1.1199082586706521,-0.7707077011137975
4295.0,-0.9531507268932169,-1.120601211058822,-0.7661521644431634
4300.0,-0.9513704140341808,-1.1221530755679452,-0.7611647048208918
